source,identifier,title,abstract,subjects
Springer,10.1007/s00125-024-06318-x,The metabolic and circadian signatures of gestational diabetes in the postpartum period characterised using multiple wearable devices,"Aims/hypothesis Gestational diabetes mellitus (GDM) affects 14% of all pregnancies worldwide and is associated with cardiometabolic risk. We aimed to exploit high-resolution wearable device time-series data to create a fine-grained physiological characterisation of the postpartum GDM state in free-living conditions, including clinical variables, daily glucose dynamics, food and drink consumption, physical activity, sleep patterns and heart rate. Methods In a prospective observational study, we employed continuous glucose monitors (CGMs), a smartphone food diary, triaxial accelerometers and heart rate and heart rate variability monitors over a 2 week period to compare women who had GDM in the previous pregnancy (GDM group) and women who had a pregnancy with normal glucose metabolism (non-GDM group) at 1–2 months after delivery (baseline) and 6 months later (follow-up). We integrated CGM data with ingestion events recorded with the smartphone app MyFoodRepo to quantify the rapidity of returning to preprandial glucose levels after meal consumption. We inferred the properties of the underlying 24 h rhythm in the baseline glucose. Aggregating the baseline and follow-up data in a linear mixed model, we quantified the relationships between glycaemic variables and wearable device-derived markers of circadian timing. Results Compared with the non-GDM group ( n =15), the GDM group ( n =22, including five with prediabetes defined based on fasting plasma glucose [5.6–6.9 mmol/l (100–125 mg/dl)] and/or HbA_1c [39–47 mmol/mol (5.7–6.4%)]) had a higher BMI, HbA_1c and mean amplitude of glycaemic excursion at baseline (all p ≤0.05). Integrating CGM data and ingestion events showed that the GDM group had a slower postprandial glucose decrease ( p =0.01) despite having a lower proportion of carbohydrate intake, similar mean glucose levels and a reduced amplitude of the underlying glucose 24 h rhythm ( p =0.005). Differences in CGM-derived variables persisted when the five women with prediabetes were removed from the comparison. Longitudinal analysis from baseline to follow-up showed a significant increase in fasting plasma glucose across both groups. The CGM-derived metrics showed no differences from baseline to follow-up. Late circadian timing (i.e. sleep midpoint, eating midpoint and peak time of heart rate) was correlated with higher fasting plasma glucose and reduced amplitudes of the underlying glucose 24 h rhythm (all p ≤0.05). Conclusions/interpretation We reveal GDM-related postpartum differences in glucose variability and 24 h rhythms, even among women clinically considered to be normoglycaemic. Our results provide a rationale for future interventions aimed at improving glucose variability and encouraging earlier daily behavioural patterns to mitigate the long-term cardiometabolic risk of GDM. Trial registration ClinicalTrials.gov no. NCT04642534 Graphical Abstract ","['Medicine & Public Health', 'Internal Medicine', 'Metabolic Diseases', 'Human Physiology', 'Internal Medicine', 'Diseases', 'Human Physiology']"
Springer,10.1007/s12119-024-10270-8,Correlates of the Short Form Love Attitudes Scale among Portuguese People,"In this paper, we analyze the psychometric characteristics of the Love Attitudes Scale: Short Form (LAS-SF), and the relationship between love style and other romantic relationships constructs in a Portuguese population. The LAS-SF measures six love styles: Eros, Ludus, Storge, Pragma, Mania and Agape, which are grounded on Lee’s theory. This tool is one of the most utilized assessments of love in the literature. There were 1153 Portuguese participants (554 women, mean age = 38 years). Confirmatory factor analyses evidenced that the six latent dimensions of the LAS-SF confirmed an acceptable fit to the data. The internal consistency of the Portuguese form of the LAS-SF was evaluated utilizing Cronbach’s Alpha (for subscales 0.71 to 0.78) and McDonald’s Omega (for subscales 0.71 to 0.79). Eros was positively related to satisfaction with love life, satisfaction with sex life, sexual desire, commitment, and negatively associated with romantic loneliness. Ludic orientation was positively correlated with romantic loneliness and negatively correlated with commitment. Storgic orientation was positively related to commitment. Pragma was positively related to romantic loneliness. Mania was positively related to commitment. Agape was positively correlated with satisfaction with love life and commitment, and negatively correlated with romantic loneliness. Notably, commitment mediated the relationship of the agapic love style and romantic loneliness.","['Social Sciences', 'Social Sciences, general', 'Personality and Social Psychology', 'Psychology, general', 'Regional and Cultural Studies', 'Personality and Differential Psychology', 'Behavioral Sciences and Psychology', 'Regional Cultural Studies']"
Springer,10.1007/s12239-024-00129-0,Local Reinforcement of a Fuel Cell End Plate for Package Improvements Using Steel–Aluminium Hybrid-Casting Technology,"In this research work, a method for integrating a local reinforcement structure in a medium-pressure plate (MPP) for fuel cell electric vehicle (FCEV) applications was developed using steel–aluminium hybrid-casting technology. Using this technology, it is possible to create a bonded enclosure of a steel reinforcement patch with the cast aluminium pressure plate to increase its stiffness and achieve 15% package space savings. A load-compliant, manufacturable patch was chosen and optimised for maximum stiffness gains using non-linear static finite-element (FE) calculations. Special form and process requirements due to hybrid-casting technology were examined and secured with casting simulations. The reinforcement patch was manufactured and coated with a unique aluminium–silicon coating enabling a ductile material connection between the steel and aluminium, and casting trials were conducted to create prototypes. Additionally, the insulating plastic layer on top of the metallic pressure plate carrier was substituted from costly short-fibre-reinforced high-performance plastic to cheaper and stiffer glass-mat reinforced thermoplastic material. Finally, the new hybrid MPP was tested mechanically, and the FE-Model was verified. In summary, through the package gain, 2.1 kW more power output and 11% less weight could be achieved while remaining stiffness neutral.","['Engineering', 'Automotive Engineering', 'Automotive Engineering']"
Springer,10.1007/s11224-024-02377-3,"Molecular insights into genistein-NSAID hybrids—synthesis, characterisation and DFT study","Genistein (GEN) is one of the pharmaceutically valuable phenolic compounds, which belongs to the isoflavone group of flavonoids and is a natural phytohormone found mainly in soybeans and red clover. It affects estrogen receptors, functioning as a selective estrogen receptor modulator (SERM) with anti-inflammatory and antioxidant activity. The presence of reactive phenolic groups in genistein provides an opportunity to expand its structure by introducing components responsible for anti-inflammatory properties. Such an innovative combination of a compound with anticancer and antioxidant potential with an anti-inflammatory compound (NSAID) may lead to interesting new derivatives with dual mechanisms of biological action. The synthesis and characterisation of genistein-NSAID hybrid compounds (ibuprofen, ketoprofen, naproxen, flurbiprofen) was conducted, together with a comprehensive structural and quantum chemistry DFT (density functional theory) computational analysis allowing the description of ^1H-NMR and ^13C-NMR spectroscopic properties of the starting compounds and the resulting hybrids. The study resulted in the formation of seven hybrid GEN-NSAID derivatives. In the case of ibuprofen, ketoprofen and flurbiprofen, a mixture of isomeric hybrid GEN-4’-NSAID and GEN-7-NSAID derivatives was obtained, whereas, for naproxen, only GEN-4’-NSAID was formed. The structural characteristics of the resulting compounds were determined using MS, IR, ^1H-NMR and ^13C-NMR spectroscopic methods. The most accurate DFT computational methods for predicting ^1H-NMR and ^13C-NMR spectra were also established with statistical parameters to assess their accuracy.","['Chemistry', 'Computer Applications in Chemistry', 'Physical Chemistry', 'Theoretical and Computational Chemistry', 'Computational Chemistry', 'Physical Chemistry', 'Theoretical Chemistry']"
Springer,10.1007/s40299-024-00859-w,"Early Childhood Visual Arts Education: Teachers’ Content Knowledge, Pedagogical Content Knowledge, and Challenges","In the past, visual arts education in Hong Kong was not considered an important area of early childhood education. While the Hong Kong kindergarten curriculum has recently been updated to encourage creativity, there remains a lack of adequate visual arts education for young children. This deficiency stems from the fact that the visual arts receive minimal attention within Hong Kong teacher education programs. Little research has been conducted on how visual arts education is actually delivered in local kindergarten classrooms in Hong Kong and what kinds of artistic knowledge and skills kindergarten teachers need. Therefore, this study aimed to investigate kindergarten teachers’ content knowledge and pedagogical content knowledge in early visual arts education (EVAE) and to identify the challenges they faced in teaching visual arts to children. The study surveyed 342 in-service kindergarten teachers in Hong Kong and conducted individual interviews with 12 participants. The findings revealed that Hong Kong kindergarten teachers generally performed well in terms of their pedagogical content knowledge, but they lacked content knowledge in various forms of early visual arts (EVA) and faced challenges in teaching visual arts effectively. This study has the potential to change how early childhood visual arts teaching is conceptualized and taught in Hong Kong and other Asian regions.","['Education', 'Education, general', 'Learning and Instruction', 'Sociology of Education', 'Educational Policy and Politics', 'International and Comparative Education', 'Education', 'Instructional Psychology', 'Sociology of Education', 'Educational Policy and Politics', 'International and Comparative Education']"
Springer,10.1038/s41386-024-02018-7,A sleepy cannabis constituent: cannabinol and its active metabolite influence sleep architecture in rats,"Medicinal cannabis is being used worldwide and there is increasing use of novel cannabis products in the community. Cannabis contains the major cannabinoids, Δ^9-tetrahydrocannabinol (Δ^9-THC) and cannabidiol (CBD), but also an array of minor cannabinoids that have undergone much less pharmacological characterization. Cannabinol (CBN) is a minor cannabinoid used in the community in “isolate’ products and is claimed to have pro-sleep effects comparable to conventional sleep medications. However, no study has yet examined whether it impacts sleep architecture using objective sleep measures. The effects of CBN on sleep in rats using polysomnography were therefore examined. CBN increased total sleep time, although there was evidence of biphasic effects with initial sleep suppression before a dramatic increase in sleep. CBN increased both non-rapid eye movement (NREM) and rapid eye movement (REM) sleep. The magnitude of the effect of CBN on NREM was comparable to the sleep aid zolpidem, although, unlike CBN, zolpidem did not influence REM sleep. Following CBN dosing, 11-hydroxy-CBN, a primary metabolite of CBN surprisingly attained equivalently high brain concentrations to CBN. 11-hydroxy-CBN was active at cannabinoid CB_1 receptors with comparable potency and efficacy to Δ^9-THC, however, CBN had much lower activity. We then discovered that the metabolite 11-hydroxy-CBN also influenced sleep architecture, albeit with some subtle differences from CBN itself. This study shows CBN affects sleep using objective sleep measures and suggests an active metabolite may contribute to its hypnotic action.","['Medicine & Public Health', 'Medicine/Public Health, general', 'Psychiatry', 'Neurosciences', 'Behavioral Sciences', 'Pharmacotherapy', 'Biological Psychology', 'Public Health', 'Psychiatry', 'Neuroscience', 'Behavioral Neuroscience', 'Therapeutics', 'Biological Psychology']"
Springer,10.1007/s11224-024-02395-1,Aromatic terminology. Highlighting the keywords polycyclic aromatic hydrocarbons (PAHs) and polycyclic aromatic compounds (PACs),"The present Review on aromatic terminology was prompted by a recent series of articles exploring the chemical space of polycyclic aromatic systems and introducing new related keywords. The keywords polycyclic aromatic hydrocarbons (PAHs) and polycyclic aromatic compounds (PACs) are highlighted. Keywords and other entities relevant to PAHs and PACs are outlined. The article calls the community of polycyclic aromatic hydrocarbons and polycyclic aromatic compounds to use these two leading keywords and their acronyms PAHs and PACs and the accompanying keyword benzenoid hydrocarbons, but to refrain from using and coining related new and previously proposed similar general keywords. This recommendation does not rule out keywords combining ‘polycyclic aromatic’ and a specific functionality, e.g., polycyclic aromatic ketones.","['Chemistry', 'Computer Applications in Chemistry', 'Physical Chemistry', 'Theoretical and Computational Chemistry', 'Computational Chemistry', 'Physical Chemistry', 'Theoretical Chemistry']"
Springer,10.1038/s41380-024-02651-0,Single-cell spatial transcriptomics reveals distinct patterns of dysregulation in non-neuronal and neuronal cells induced by the Trem2^R47H Alzheimer’s risk gene mutation,"The R47H missense mutation of the TREM2 gene is a known risk factor for development of Alzheimer’s Disease. In this study, we analyze the impact of the Trem2 ^R47H mutation on specific cell types in multiple cortical and subcortical brain regions in the context of wild-type and 5xFAD mouse background. We profile 19 mouse brain sections consisting of wild-type, Trem2 ^R47H, 5xFAD and Trem2 ^R47H; 5xFAD genotypes using MERFISH spatial transcriptomics, a technique that enables subcellular profiling of spatial gene expression. Spatial transcriptomics and neuropathology data are analyzed using our custom pipeline to identify plaque and Trem2 ^R47H-induced transcriptomic dysregulation. We initially analyze cell type-specific transcriptomic alterations induced by plaque proximity. Next, we analyze spatial distributions of disease associated microglia and astrocytes, and how they vary between 5xFAD and Trem2 ^R47H; 5xFAD mouse models. Finally, we analyze the impact of the Trem2 ^R47H mutation on neuronal transcriptomes. The Trem2 ^R47H mutation induces consistent upregulation of Bdnf and Ntrk2 across many cortical excitatory neuron types, independent of amyloid pathology. Spatial investigation of genotype enriched subclusters identified spatially localized neuronal subpopulations reduced in 5xFAD and Trem2 ^R47H; 5xFAD mice. Overall, our MERFISH spatial transcriptomics analysis identifies glial and neuronal transcriptomic alterations induced independently by 5xFAD and Trem2 ^R47H mutations, impacting inflammatory responses in microglia and astrocytes, and activity and BDNF signaling in neurons.","['Medicine & Public Health', 'Medicine/Public Health, general', 'Psychiatry', 'Neurosciences', 'Behavioral Sciences', 'Pharmacotherapy', 'Biological Psychology', 'Public Health', 'Psychiatry', 'Neuroscience', 'Behavioral Neuroscience', 'Therapeutics', 'Biological Psychology']"
Springer,10.1007/s11517-024-03200-1,Investigation of inert gas washout methods in a new numerical model based on an electrical analogy,"Inert gas washout methods have been shown to detect pathological changes in the small airways that occur in the early stages of obstructive lung diseases such as asthma and COPD. Numerical lung models support the analysis of characteristic washout curves, but are limited in their ability to simulate the complexity of lung anatomy over an appropriate time period. Therefore, the interpretation of patient-specific washout data remains a challenge. A new numerical lung model is presented in which electrical components describe the anatomical and physiological characteristics of the lung as well as gas-specific properties. To verify that the model is able to reproduce characteristic washout curves, the phase 3 slopes (S_3) of helium washouts are simulated using simple asymmetric lung anatomies consisting of two parallel connected lung units with volume ratios of $$\frac{1.25}{\mathrm{0.75}}$$ 1.25 0.75 , $$\frac{1.50}{\mathrm{0.50}}$$ 1.50 0.50 , and $$\frac{1.75}{\mathrm{0.25}}$$ 1.75 0.25 and a total volume flow of 250 ml/s which are evaluated for asymmetries in both the convection- and diffusion-dominated zone of the lung. The results show that the model is able to reproduce the S_3 for helium and thus the processes underlying the washout methods, so that electrical components can be used to model these methods. This approach could form the basis of a hardware-based real-time simulator. Graphical abstract ","['Biomedicine', 'Human Physiology', 'Biomedical Engineering and Bioengineering', 'Imaging / Radiology', 'Computer Applications', 'Human Physiology', 'Biomedical Engineering and Bioengineering', 'Biological Imaging', 'Computer and Information Systems Applications']"
Springer,10.1007/s11553-023-01084-x,"Einsatz von Präventionsprogrammen an Grundschulen während der Coronapandemie (COVID-19, „coronavirus disease 2019“)","Background To date, few systematic studies of school-based prevention activities during the coronavirus pandemic are available. During the pandemic, there were massive cuts in school operations such as school closures and distance learning, suggesting that there were changes in the implementation of prevention activities. Therefore, we investigated (1) whether and which prevention programs were implemented in Thuringian primary schools in grades 1 to 4 from the beginning of the pandemic in March 2020 to the school year 2022/23, (2) whether the coronavirus pandemic had an impact on the implementation of prevention programs in schools, (3) which individuals, resources, and information sources were involved in the implementation of prevention programs, and (4) which factors need to be considered for the implementation of future measures so that more prevention programs can be implemented. Methods A total of 105 schools participated in the cross-sectional survey using a mixed-mode design. In addition to the use of prevention programs in schools, respondents were asked about individuals involved in the planning and decision-making process, sources of information and resources for prevention programs, and pandemic-related implementation difficulties and school contextual conditions relevant to implementation. Results The majority of schools implemented prevention measures during the pandemic, although fewer than during prepandemic periods. At the same time, school administrators reported a perceived increase in prevention needs. In terms of implementation, pandemic-related difficulties were reported, particularly due to school closures, hygiene regulations, and lack of staff. School contextual conditions such as funding and external support were criticized as barriers to (future) use of prevention programs. Conclusions The reported decline in the number of prevention programs implemented during the pandemic emphasizes the need for promoting prevention programs at schools. There is still a need for action to introduce (only) evidence-based programs with sustainable effectiveness into school practice. The proportion of non-evaluated programs remains widespread in schools. Hintergrund Bisher liegen nur wenige systematische Bestandsaufnahmen schulischer Präventionsprogramme während der Coronapandemie (COVID-19, „coronavirus disease 2019“) vor. Während dieser Zeit kam es zu massiven Einschnitten im Schulbetrieb, die zu Veränderungen in der Durchführung von Präventionsprogrammen geführt haben könnten. Daher wurde untersucht, (1) ob und welche Präventionsprogramme in Thüringer Grund- und Gemeinschaftsschulen in den Klassen 1 bis 4 von Pandemiebeginn im März 2020 bis zum Schuljahr 2022/23 eingesetzt wurden, (2) ob die Coronapandemie einen Einfluss auf die Durchführung von Präventionsprogrammen in Schulen hatte, (3) welche an Entscheidungs- und Auswahlprozessen beteiligte Personen, welche Informationsquellen und Ressourcen für die Durchführung von Präventionsprogrammen berücksichtigt wurden und (4) welche Faktoren für die Implementierung zukünftiger Maßnahmen berücksichtigt werden müssen, sodass mehr Präventionsprogramme eingesetzt werden können. Methodik Es handelt sich um ein querschnittliches Studiendesign. Die Studie wurde als Fragebogenstudie im Mixed-mode-Ansatz durchgeführt. Es nahmen 105 Thüringer Grund- und Gemeinschaftsschulen (1. bis 4. Klasse) an der Studie teil. Neben dem Einsatz von Präventionsprogrammen an den Schulen wurden am Entscheidungs- und Auswahlprozess beteiligte Personen, sowie Informationsquellen und Ressourcen für die Durchführung von Präventionsprogrammen erfasst. Des Weiteren wurden pandemiebedingte Durchführungsschwierigkeiten und für die Implementierung relevante schulische Kontextbedingungen von den Schulleitungen erfragt. Ergebnisse Die Mehrheit der Schulen führte während der Pandemie Präventionsprogramme durch, wenn auch weniger als zu präpandemischen Zeiten. In der Durchführung wurden pandemiebedingte Schwierigkeiten berichtet, die besonders mit Schulschließungen, Hygienevorschriften und fehlendem Personal begründet wurden. Zeitgleich berichteten die Schulleitungen einen wahrgenommen gestiegenen Präventionsbedarf. Im Planungs- und Entscheidungsprozess waren mehrheitlich Schulleitungen und Lehrkräfte beteiligt, während die Ressourcen vorrangig von externen Projektträgern zur Verfügung gestellt wurden. Schulische Kontextbedingungen wie Finanzierung und externe Unterstützung wurden als Hindernisse für den (zukünftigen) Einsatz von Präventionsprogrammen bemängelt. Schlussfolgerung Angesichts der berichteten rückläufigen Anzahl an durchgeführten Präventionsprogrammen während der Coronapandemie, sollte eine gezielte Förderung des Einsatzes von Präventionsprogrammen in Schulen in verschiedenen Bereichen forciert werden. Es besteht weiterhin Handlungsbedarf, (ausschließlich) evidenzbasierte Programme mit nachhaltiger Wirksamkeit in die schulische Praxis einzuführen. Der Anteil an nicht evaluierten Programmen ist weiterhin in Schulen weit verbreitet.","['Medicine & Public Health', 'Public Health', 'Medicine/Public Health, general', 'Health Promotion and Disease Prevention', 'Public Health', 'Health Promotion and Disease Prevention']"
Springer,10.1007/s12119-024-10266-4,Currying Favour with the Algorithm: Online Sex Workers’ Efforts To Satisfy Patriarchal Expectations,"The rise of the online sex work industry is reshaping how people conceptualise and negotiate sexual encounters across digital and offline spaces. This article analyses content from an online sex work forum (AmberCutie Forum (ACF)) to examine how online sex workers establish boundaries between their online and offline lives to manage competing expectations from their partners and viewers. Our analysis reveals a misogynistic double standard whereby workers are seen to threaten monogamous values, while viewers escape the same level of moral culpability. We argue that the cultural logics of monogamy function to delegitimise the labour involved with online sex work and increase the risk posed to online sex workers through retributive misogyny, including cyber-harassment toward sex workers. This impacts sex workers’ emotional and financial wellbeing and reinforces gendered power relations by prioritising stereotypically masculine pleasure over workers’ economic interests.","['Social Sciences', 'Social Sciences, general', 'Personality and Social Psychology', 'Psychology, general', 'Regional and Cultural Studies', 'Personality and Differential Psychology', 'Behavioral Sciences and Psychology', 'Regional Cultural Studies']"
Springer,10.1007/s11661-024-07637-9,Comparative Quantitative Analysis of the Evolution of Precipitates in Inconel 625 Superalloy Manufactured by Laser Powder Bed Fusion Subjected to High-Temperature Creep and Annealing,"The aim of the study is to contribute to understanding how prolonged exposure to high temperature and stress affects the morphology, size, and distribution of secondary phase precipitates in Inconel 625 manufactured by laser powder bed fusion. Creep tests were performed under a constant stress of 100 MPa at temperatures of 600 °C, 700 °C, and 800 °C. Samples creep tested at 600 °C and 700 °C were terminated after 2000 hours, while at 800 °C, the creep test was carried out until rupture. Isothermal annealing was carried out at temperatures of 700 °C and 800 °C for the same duration as creep tests. Microstructural analysis of creep-deformed and annealed samples was performed with the use of light microscopy, scanning, and transmission electron microscopy. The first-ever comparison of the evolution of precipitates in Inconel 625 LPBF after creep tests and annealing at 700 °C and 800 °C was shown. The qualitative and quantitative analysis revealed that the stress applied during creep tests leads to more pronounced nucleation of δ phase precipitates, although the growth of δ particles occurs more slowly compared to annealing. Furthermore, in creep-tested samples, the growth and coalescence of carbides and Laves phase particles were more intensive, compared to stress-free annealing, particularly at a temperature of 800 °C. Moreover, we show that the evolution of carbides and Laves phase particles along grain boundaries contributes to cavity and microcrack formation during high-temperature creep of Inconel 625 LPBF.","['Materials Science', 'Metallic Materials', 'Characterization and Evaluation of Materials', 'Structural Materials', 'Surfaces and Interfaces, Thin Films', 'Nanotechnology', 'Metals and Alloys', 'Characterization and Analytical Technique', 'Structural Materials', 'Surfaces, Interfaces and Thin Film', 'Nanotechnology']"
Springer,10.1007/s13369-024-09101-7,Deep Learning-Based Acoustic Emission Signal Filtration Model in Reinforced Concrete,"Acoustic emission is a nondestructive testing (NDT) technique, widely used to monitor the condition of structures for safety reasons especially in real time. The method utilizes the electrical signals generated by the elastic waves in a material under load to detect and locate damage in structures. However, identifying the sources of AE signals in concrete or composite materials can be challenging due to the anisotropic properties of materials and interpreting a large amount of AE data, leading to data misinterpretation and inaccurate detection of damage. Hence, the need for filtering out noise-induced signals from recorded data and emphasizing the actual AE source is crucial for monitoring and source localization of damage in real time. This study proposed a one-dimensional convolutional neural network (1D-CNN) deep learning approach to filter around 22,000 AE data in a reinforced concrete (RC) beam. The model utilizes significant AE parameters identified through neighborhood component analysis (NCA) to classify true AE signals from noise-induced signals. By using the optimized network parameters, a high classification accuracy of 97% and 96.29% was achieved during the training and testing phases, respectively. To check the reliability of the proposed AE filtering model in the real world, it was evaluated and verified using source location AE activities collected during a four-point bending test on a shear-deficient beam. The outcomes suggest that the proposed AE filtration model has the potential to accurately classify AE signals with an accuracy of 92.8% and proved that the filtration model provides accurate and valuable insight into source location determination.","['Engineering', 'Engineering, general', 'Science, Humanities and Social Sciences, multidisciplinary', 'Technology and Engineering', 'Humanities and Social Sciences']"
Springer,10.1038/s41386-024-02016-9,PACAP regulates neuroendocrine and behavioral stress responses via CRF-containing neurons of the rat hypothalamic paraventricular nucleus,"Pituitary adenylate cyclase-activating polypeptide (PACAP) is a neuropeptide widely distributed in the brain including the hypothalamic paraventricular nucleus (PVN) implying a regulatory role in stress function. Recent evidence indicates that one of the main targets of PACAP within the PVN are corticotropin-releasing factor (CRF) neurons, which are key regulators of the hypothalamic-pituitary-adrenal (HPA) axis. However, the neural correlates that mediate PACAP effects on stress function are not fully understood. In the present study, we characterized the neuronal mechanism by which PACAP regulates neuroendocrine and behavioral stress responses in rats. We found that intracerebroventricular administration of PACAP increased the swim stress-induced c-Fos expression in distinct brain areas of the stress and anxiety circuitry including the parvocellular part of the PVN and changed behavioral stress coping during forced swimming to a more passive coping style (i.e., indicated by increased floating and reduced struggling behavior). Subsequently, PACAP administration directly into the PVN mimicked these behavioral effects and potentiated the plasma ACTH response to forced swim stress suggesting an excitatory role of PACAP on HPA stress axis reactivity. In addition, immunohistochemical analysis revealed a considerable portion of stress-activated CRF neurons in the medial parvocellular part of the PVN that co-localized PAC1 receptors suggesting that PACAP-induced effects on stress function are likely mediated directly by activation of CRF neurons in the PVN. Thus, these findings suggest that the PVN may represent one of the key areas where PACAP regulates the neuroendocrine and behavioral stress response.","['Medicine & Public Health', 'Medicine/Public Health, general', 'Psychiatry', 'Neurosciences', 'Behavioral Sciences', 'Pharmacotherapy', 'Biological Psychology', 'Public Health', 'Psychiatry', 'Neuroscience', 'Behavioral Neuroscience', 'Therapeutics', 'Biological Psychology']"
Springer,10.1007/s13369-024-09024-3,Assessing the Influences of Noise Suppression Filters on Ultrasonic Concrete Images Generated by an Innovative CMU-SAFT Algorithm,"Ultrasonic imaging is a useful nondestructive testing technology for visualizing internal structural defects in structures. Despite its utility, since synthetic aperture focusing technique (SAFT) algorithm demands using advanced equipment to superimpose the measurements, this paper introduces a novel approach named CMU-SAFT to broaden applicability of SAFT on conventional ultrasonic data obviating the necessity for matrix antenna array-equipped devices and preventing hyperbolic patterns. To validate the feasibility of the proposed algorithm, experimental tests were conducted on a laboratory-produced concrete specimen including delamination defects at varying depths. Since other reflectives causing distortion in the ultrasonic image can interfere with the signal, the study also evaluated the influences of different noise suppression filters along with their combinations (band pass, wavelet transform, Wiener, and Savitzky–Golay). CMU-SAFT images were constructed using eleven filter combinations, and their performances were quantitatively assessed using signal-to-noise ratio, signal-to-noise and distortion ratio, total harmonic distortion, root mean square, mean squared ratio, mean absolute error and cross-correlation. The most effective filters and performance indices aligning with CMU-SAFT images considering defect depth and scanning width were suggested. The findings of the study revealed the leading potential of CMU-SAFT algorithm to overcome the need for specialized equipment by utilizing recommended filters and indicators under specific conditions.","['Engineering', 'Engineering, general', 'Science, Humanities and Social Sciences, multidisciplinary', 'Technology and Engineering', 'Humanities and Social Sciences']"
Springer,10.1007/s13369-024-09323-9,"Investigation of the Dewatering Process with Geotextile Tubes by Sedimentation, One- and Two-Dimensional Filtration Test Methods","Dewatering applications are carried out with geotextile tubes for the disposal or reuse of industrial wastes with high water content. Class F Seyitomer thermal power plant fly ash, an industrial waste, was selected in this study. Turbidity, sedimentation and filtration experiments were carried out using anionic and cationic polymers and polypropylene synthetic fiber to investigate the effect of polymers and fibers on the dewatering of fly ash. The use of polymers was determined to significantly accelerate filtration and soil sedimentation speed while leading to a slight increase in the volume of the filter cake. When effective polymer and dosage are used, slurry filtration time can be reduced up to one-eighth of the time and dewatering can be achieved much faster. The addition of synthetic fiber accelerated the sedimentation of the slurry and increased the filtration in the vertical direction, while it did not show a significant effect on the total filtration in two-dimensional filtration. In geotextile tube applications, although one-dimensional filtration experiments might give misleading results in terms of estimating the effectiveness of the polymers used in solid–liquid separation and dewatering times, the jar test, sedimentation and two-dimensional filtration experiments were determined to give compatible and more realistic results. In two-dimensional filtration experiments, approximately 75% of the filtration occurred in the radial direction and the dewatering time was approximately 21–55% of the time estimated by one-dimensional filtration experiment. Geotextile tube dewatering design can be made more predictable and cost-effective in the field by performing small-scale laboratory experiments with the two-dimensional filtration test system designed for this study and various dewatering applications.","['Engineering', 'Engineering, general', 'Science, Humanities and Social Sciences, multidisciplinary', 'Technology and Engineering', 'Humanities and Social Sciences']"
Springer,10.1007/s00769-024-01614-w,Value assignment and uncertainty evaluation for certified reference gas mixtures,"The procedures used to assign values to certified reference gas mixtures and to evaluate their associated uncertainties, which are described in ISO 6143, and that were variously improved by Guenther and Possolo (Anal Bioanal Chem 399:489–500, 2011. 10.1007/s00216-010-4379-z), are further enhanced by the following developments: (i) evaluating and propagating uncertainty contributions derived from comparisons with historical reference gas mixtures of similar nominal composition; (ii) recognizing and quantifying mutual inconsistency (dark uncertainty) between primary standard gas mixtures used for calibration; (iii) employing Bayesian procedures for calibration, value assignment, and uncertainty evaluations; and (iv) employing state-of-the-art methods of meta-analysis to combine cylinder-specific measurement results. These developments are illustrated in examples of certification of two gas mixture Standard Reference Materials developed by the National Institute of Standards and Technology (NIST, USA). These examples serve only to demonstrate the methods described in this contribution and do not replace any official measurement results delivered in the certificates of any reference materials developed by NIST.","['Chemistry', 'Analytical Chemistry', 'Food Science', 'Biochemistry, general', 'Commercial Law', 'Ecotoxicology', 'Marketing', 'Analytical Chemistry', 'Food Science', 'Chemical Biology', 'Commercial Law', 'Environmental Chemistry', 'Marketing']"
Springer,10.1038/s41386-024-02008-9,Deep phenotyping reveals CRH and FKBP51-dependent behavioral profiles following chronic social stress exposure in male mice,"The co-chaperone FKBP51, encoded by FKBP5 gene, is recognized as a psychiatric risk factor for anxiety and depressive disorders due to its crucial role in the stress response. Another key modulator in stress response regulation is the corticotropin releasing hormone (CRH), which is co-expressed with FKBP51 in many stress-relevant brain-regions and cell-types. Together, they intricately influence the balance of the hypothalamic-pituitary-adrenal (HPA) axis, one of the primary stress response systems. Previous research underscores the potential moderating effects these genes have on the regulation of the stressful life events towards the vulnerability of major depressive disorder (MDD). However, the specific function of FKBP51 in CRH-expressing neurons remains largely unexplored. Here, through deep behavioral phenotyping, we reveal heightened stress effects in mice lacking FKBP51 in CRH co-expressing neurons ( CRH ^ FKBP5−/− ), particularly evident in social contexts. Our findings highlight the importance of considering cell-type specificity and context in comprehending stress responses and advocate for the utilization of machine-learning-driven phenotyping of mouse models. By elucidating these intricacies, we lay down the groundwork for personalized interventions aimed at enhancing stress resilience and individual well-being.","['Medicine & Public Health', 'Medicine/Public Health, general', 'Psychiatry', 'Neurosciences', 'Behavioral Sciences', 'Pharmacotherapy', 'Biological Psychology', 'Public Health', 'Psychiatry', 'Neuroscience', 'Behavioral Neuroscience', 'Therapeutics', 'Biological Psychology']"
